model_id,provider,model_version,recipe,n,accuracy,accuracy_ci_low,accuracy_ci_high,unparseable_rate,abstention_rate,accuracy_drop_vs_clean,accuracy_drop_ci_low,accuracy_drop_ci_high
Qwen/Qwen2.5-VL-3B-Instruct,huggingface,,messenger_upload_download,60,0.716667,0.550000,0.866667,0.250000,0.000000,0.183333,0.066667,0.333333
Qwen/Qwen2.5-VL-3B-Instruct,huggingface,,phone_screenshot_resave,60,0.566667,0.416667,0.716667,0.383333,0.000000,0.333333,0.183333,0.483333
Qwen/Qwen2.5-VL-3B-Instruct,huggingface,,video_call_frame_capture,60,0.633333,0.483333,0.766667,0.350000,0.000000,0.266667,0.133333,0.416667
