model_id,provider,model_version,recipe,n,accuracy,accuracy_ci_low,accuracy_ci_high,unparseable_rate,abstention_rate,accuracy_drop_vs_clean,accuracy_drop_ci_low,accuracy_drop_ci_high
claude-haiku-4-5-20251001,anthropic,,messenger_upload_download,60,0.950000,0.866667,1.000000,0.000000,0.000000,-0.016667,-0.050000,0.000000
claude-haiku-4-5-20251001,anthropic,,phone_screenshot_resave,60,0.966667,0.900000,1.000000,0.000000,0.000000,-0.033333,-0.100000,0.000000
claude-haiku-4-5-20251001,anthropic,,video_call_frame_capture,60,0.933333,0.850000,1.000000,0.000000,0.000000,0.000000,-0.083333,0.066667
