slug,model_id,provider,model_version,label,clean_n,clean_accuracy,real_n,real_accuracy,real_unparseable_rate,accuracy_drop_vs_clean
smolvlm2_2b,HuggingFaceTB/SmolVLM2-2.2B-Instruct,huggingface,,lg_cell_phone,1,0.0,0,0.0,0.0,0.0
smolvlm2_2b,HuggingFaceTB/SmolVLM2-2.2B-Instruct,huggingface,,baseball,1,1.0,3,1.0,0.0,0.0
llava_onevision_qwen2_0_5b,llava-hf/llava-onevision-qwen2-0.5b-ov-hf,huggingface,,lg_cell_phone,1,1.0,0,0.0,0.0,1.0
llava_onevision_qwen2_0_5b,llava-hf/llava-onevision-qwen2-0.5b-ov-hf,huggingface,,baseball,1,1.0,3,1.0,0.0,0.0
internvl3_1b,OpenGVLab/InternVL3-1B-hf,huggingface,,lg_cell_phone,1,0.0,0,0.0,0.0,0.0
internvl3_1b,OpenGVLab/InternVL3-1B-hf,huggingface,,baseball,1,1.0,3,1.0,0.0,0.0
qwen2_5_vl_3b,Qwen/Qwen2.5-VL-3B-Instruct,huggingface,,lg_cell_phone,1,0.0,0,0.0,0.0,0.0
qwen2_5_vl_3b,Qwen/Qwen2.5-VL-3B-Instruct,huggingface,,baseball,1,1.0,3,1.0,0.0,0.0
