model_id,provider,model_version,recipe,n,accuracy,accuracy_ci_low,accuracy_ci_high,unparseable_rate,abstention_rate,accuracy_drop_vs_clean,accuracy_drop_ci_low,accuracy_drop_ci_high
Qwen/Qwen2.5-VL-7B-Instruct,huggingface,,messenger_upload_download,60,0.933333,0.833333,1.000000,0.000000,0.000000,0.033333,0.000000,0.100000
Qwen/Qwen2.5-VL-7B-Instruct,huggingface,,phone_screenshot_resave,60,0.933333,0.833333,1.000000,0.000000,0.000000,0.033333,0.000000,0.100000
Qwen/Qwen2.5-VL-7B-Instruct,huggingface,,video_call_frame_capture,60,0.933333,0.833333,1.000000,0.000000,0.000000,0.033333,0.000000,0.100000
