model_id,provider,model_version,recipe,n,accuracy,accuracy_ci_low,accuracy_ci_high,unparseable_rate,abstention_rate,accuracy_drop_vs_clean,accuracy_drop_ci_low,accuracy_drop_ci_high
llava-hf/llava-onevision-qwen2-0.5b-ov-hf,huggingface,,messenger_upload_download,200,0.940000,0.890000,0.980000,0.000000,0.000000,-0.010000,-0.040000,0.020000
llava-hf/llava-onevision-qwen2-0.5b-ov-hf,huggingface,,phone_screenshot_resave,200,0.920000,0.870000,0.970000,0.000000,0.000000,0.010000,-0.020000,0.050000
llava-hf/llava-onevision-qwen2-0.5b-ov-hf,huggingface,,social_app_resave,200,0.930000,0.880000,0.980000,0.000000,0.000000,0.000000,-0.030000,0.030000
llava-hf/llava-onevision-qwen2-0.5b-ov-hf,huggingface,,video_call_frame_capture,200,0.895000,0.830000,0.950000,0.000000,0.000000,0.035000,0.000000,0.075000
