model_id,provider,model_version,clean_n,clean_accuracy,clean_unparseable_rate,clean_abstention_rate,real_n,real_accuracy,real_unparseable_rate,real_abstention_rate,accuracy_drop_vs_clean
GigaChat-2-Pro,gigachat,,30,0.900000,0.000000,0.000000,180,0.877778,0.000000,0.000000,0.022222
