model_id,provider,model_version,recipe,n,accuracy,accuracy_ci_low,accuracy_ci_high,unparseable_rate,abstention_rate,accuracy_drop_vs_clean,accuracy_drop_ci_low,accuracy_drop_ci_high
GigaChat-2-Pro,gigachat,,messenger_upload_download,60,0.866667,0.733333,0.966667,0.000000,0.000000,0.033333,0.000000,0.100000
GigaChat-2-Pro,gigachat,,phone_screenshot_resave,60,0.916667,0.833333,0.983333,0.000000,0.000000,-0.016667,-0.083333,0.033333
GigaChat-2-Pro,gigachat,,video_call_frame_capture,60,0.850000,0.716667,0.966667,0.000000,0.000000,0.050000,-0.066667,0.166667
