model_id,provider,model_version,recipe,n,accuracy,accuracy_ci_low,accuracy_ci_high,unparseable_rate,abstention_rate,accuracy_drop_vs_clean,accuracy_drop_ci_low,accuracy_drop_ci_high
Qwen/Qwen2.5-VL-3B-Instruct,huggingface,,messenger_upload_download,200,0.865000,0.800000,0.925000,0.120000,0.000000,0.015000,-0.060000,0.090000
Qwen/Qwen2.5-VL-3B-Instruct,huggingface,,phone_screenshot_resave,200,0.665000,0.590000,0.735000,0.315000,0.000000,0.215000,0.130000,0.300000
Qwen/Qwen2.5-VL-3B-Instruct,huggingface,,social_app_resave,200,0.890000,0.830000,0.950000,0.080000,0.000000,-0.010000,-0.090000,0.070000
Qwen/Qwen2.5-VL-3B-Instruct,huggingface,,video_call_frame_capture,200,0.640000,0.560000,0.715000,0.320000,0.000000,0.240000,0.150000,0.330000
