model_id,provider,model_version,recipe,n,accuracy,accuracy_ci_low,accuracy_ci_high,unparseable_rate,abstention_rate,accuracy_drop_vs_clean,accuracy_drop_ci_low,accuracy_drop_ci_high
llava-hf/llava-onevision-qwen2-0.5b-ov-hf,huggingface,,messenger_upload_download,60,0.966667,0.900000,1.000000,0.000000,0.000000,0.000000,-0.100000,0.100000
llava-hf/llava-onevision-qwen2-0.5b-ov-hf,huggingface,,phone_screenshot_resave,60,0.933333,0.833333,1.000000,0.000000,0.000000,0.033333,0.000000,0.100000
llava-hf/llava-onevision-qwen2-0.5b-ov-hf,huggingface,,video_call_frame_capture,60,0.900000,0.800000,0.983333,0.000000,0.000000,0.066667,-0.016667,0.183333
