slug,display_name,provider,model_id,result_dir,clean_n,clean_accuracy,real_n,real_accuracy,accuracy_drop_vs_clean,clean_errors,real_errors,real_unparseable_rate,real_abstention_rate,messenger_upload_download_accuracy,phone_screenshot_resave_accuracy,social_app_resave_accuracy,video_call_frame_capture_accuracy,hardest_pipeline,hardest_pipeline_drop,hardest_label,hardest_label_real_accuracy
xai_grok_4_3,xAI Grok 4.3,xai,grok-4.3,reports/vlm_provider_xai_grok_4_3_full_v03,100,0.99000,800,0.97875,0.01125,1,17,0.00000,0.00000,0.99500,0.98000,0.99000,0.95000,video_call_frame_capture,0.04000,toy,0.91250
