model_name,model_slug,rank_most_damaging,recipe,accuracy,relative_accuracy_drop,mean_confidence
CLIP ViT-B/16,clip_vit_b16,1,native_challenge_type_14,0.1,0.8,0.4606503540277481
CLIP ViT-B/16,clip_vit_b16,2,native_challenge_type_08,0.42,0.48000000000000004,0.6695665688812733
CLIP ViT-B/16,clip_vit_b16,3,native_challenge_type_02,0.88,0.020000000000000018,0.8746388530731202
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,1,native_challenge_type_14,0.1,0.75,0.8570338165760041
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,2,native_challenge_type_08,0.44,0.41,0.8181923678517342
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,3,native_challenge_type_02,0.86,-0.010000000000000009,0.8864822289347649
