family,recipe,severity,n,accuracy,mean_confidence,relative_accuracy_drop
classic,blur_classic,high,250,0.744,0.7894095383882522,0.08399999999999996
classic,blur_classic,low,250,0.816,0.8510228801369667,0.01200000000000001
classic,blur_classic,mid,250,0.788,0.8355349453091622,0.039999999999999925
classic,jpeg_classic,high,250,0.816,0.8329475268125534,0.01200000000000001
classic,jpeg_classic,low,250,0.828,0.8564963836669922,0.0
classic,jpeg_classic,mid,250,0.836,0.8564118908643723,-0.008000000000000007
classic,resize_roundtrip,high,250,0.8,0.8379614233970643,0.027999999999999914
classic,resize_roundtrip,low,250,0.828,0.8541586735844612,0.0
classic,resize_roundtrip,mid,250,0.812,0.8476841260790825,0.015999999999999903
clean,clean,clean,250,0.828,0.8561225527524948,0.0
modern_transfer,dirty_lens_recompress,high,250,0.812,0.8417044961452484,0.015999999999999903
modern_transfer,dirty_lens_recompress,low,250,0.816,0.8552792002558708,0.01200000000000001
modern_transfer,dirty_lens_recompress,mid,250,0.84,0.8549124987125397,-0.01200000000000001
modern_transfer,low_light_upload,high,250,0.656,0.7198423198461532,0.17199999999999993
modern_transfer,low_light_upload,low,250,0.804,0.8225654059052467,0.02399999999999991
modern_transfer,low_light_upload,mid,250,0.752,0.7884766733050347,0.07599999999999996
modern_transfer,messenger_chain,high,250,0.848,0.8460838158130646,-0.020000000000000018
modern_transfer,messenger_chain,low,250,0.844,0.8616847248673439,-0.016000000000000014
modern_transfer,messenger_chain,mid,250,0.84,0.8642469860315323,-0.01200000000000001
modern_transfer,restoration_artifact,high,250,0.796,0.8235417132973671,0.03199999999999992
modern_transfer,restoration_artifact,low,250,0.824,0.8548699285387993,0.0040000000000000036
modern_transfer,restoration_artifact,mid,250,0.824,0.8462188742756843,0.0040000000000000036
modern_transfer,screenshot_chain,high,250,0.816,0.8347665984630585,0.01200000000000001
modern_transfer,screenshot_chain,low,250,0.832,0.8541752116084099,-0.0040000000000000036
modern_transfer,screenshot_chain,mid,250,0.844,0.8647552495002746,-0.016000000000000014
modern_transfer,video_call_frame,high,250,0.768,0.8056943553090096,0.05999999999999994
modern_transfer,video_call_frame,low,250,0.808,0.8462648225426674,0.019999999999999907
modern_transfer,video_call_frame,mid,250,0.792,0.8275619487762451,0.03599999999999992
