model_name,model_slug,family,recipe,severity,n,accuracy,mean_confidence,clean_accuracy,clean_mean_confidence,accuracy_drop,confidence_drop,incorrect_n,mean_confidence_correct,mean_confidence_incorrect,high_conf_wrong_rate
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,classic,blur_classic,mid,100,0.86,0.12165597356855869,0.84,0.12402384452521802,-0.020000000000000018,0.0023678709566593292,14,0.12357814384754313,0.10984835614051137,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,classic,jpeg_classic,high,100,0.85,0.12220253817737102,0.84,0.12402384452521802,-0.010000000000000009,0.001821306347846996,15,0.1244462227120119,0.10948832581440608,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,classic,jpeg_classic,low,100,0.85,0.12348885141313076,0.84,0.12402384452521802,-0.010000000000000009,0.0005349931120872536,15,0.12625856951755635,0.10779378215471903,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,classic,jpeg_classic,mid,100,0.84,0.12296660043299198,0.84,0.12402384452521802,0.0,0.0010572440922260312,16,0.1257803717716819,0.10819430090487003,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,classic,resize_roundtrip,high,100,0.88,0.12057416439056397,0.84,0.12402384452521802,-0.040000000000000036,0.0034496801346540484,12,0.12201813396743753,0.10998505416015784,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,classic,resize_roundtrip,low,100,0.84,0.12392863921821118,0.84,0.12402384452521802,0.0,9.52053070068376e-05,16,0.1269311626397428,0.1081653912551701,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,classic,resize_roundtrip,mid,100,0.86,0.12342325270175934,0.84,0.12402384452521802,-0.020000000000000018,0.0006005918234586738,14,0.12590330016127851,0.1081886754504272,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,clean,clean,clean,100,0.84,0.12402384452521802,0.84,0.12402384452521802,0.0,0.0,16,0.12704150573838324,0.10818112315610051,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,modern_transfer,dirty_lens_recompress,high,100,0.86,0.12230465427041054,0.84,0.12402384452521802,-0.020000000000000018,0.0017191902548074761,14,0.12448375706755838,0.10891873708793096,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,modern_transfer,dirty_lens_recompress,low,100,0.84,0.12349250249564647,0.84,0.12402384452521802,0.0,0.0005313420295715438,16,0.1264080342260145,0.10818596091121435,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,modern_transfer,dirty_lens_recompress,mid,100,0.81,0.12316901572048664,0.84,0.12402384452521802,0.029999999999999916,0.0008548288047313807,19,0.12675177223152584,0.10789515901553004,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,modern_transfer,low_light_upload,high,100,0.64,0.11532002963125705,0.84,0.12402384452521802,0.19999999999999996,0.008703814893960965,36,0.11845515866298229,0.10974646690818998,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,modern_transfer,low_light_upload,low,100,0.88,0.12339500635862351,0.84,0.12402384452521802,-0.040000000000000036,0.0006288381665945086,12,0.1252501801672307,0.10979039842883746,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,modern_transfer,low_light_upload,mid,100,0.87,0.12029044881463051,0.84,0.12402384452521802,-0.030000000000000027,0.003733395710587506,13,0.12145576823031766,0.11249177272503193,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,modern_transfer,messenger_chain,high,100,0.85,0.12184115439653397,0.84,0.12402384452521802,-0.010000000000000009,0.0021826901286840505,15,0.12433845392044852,0.10768979042768478,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,modern_transfer,messenger_chain,low,100,0.84,0.12354079715907573,0.84,0.12402384452521802,0.0,0.0004830473661422835,16,0.12648752544607436,0.10807047365233302,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,modern_transfer,messenger_chain,mid,100,0.83,0.12319021880626678,0.84,0.12402384452521802,0.010000000000000009,0.0008336257189512364,17,0.12628867064254828,0.10806248337030411,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,modern_transfer,restoration_artifact,high,100,0.85,0.1214683024585247,0.84,0.12402384452521802,-0.010000000000000009,0.0025555420666933115,15,0.12367379937101813,0.10897048662106196,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,modern_transfer,restoration_artifact,low,100,0.84,0.12382465071976184,0.84,0.12402384452521802,0.0,0.00019919380545617427,16,0.1268266604415008,0.10806409968063235,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,modern_transfer,restoration_artifact,mid,100,0.82,0.12319119513034821,0.84,0.12402384452521802,0.020000000000000018,0.0008326493948698083,18,0.1264562421455616,0.10831709206104279,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,modern_transfer,screenshot_chain,high,100,0.87,0.12166625380516052,0.84,0.12402384452521802,-0.030000000000000027,0.0023575907200574925,13,0.12368385647905283,0.1081638359106504,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,modern_transfer,screenshot_chain,low,100,0.84,0.12351460963487625,0.84,0.12402384452521802,0.0,0.0005092348903417698,16,0.12643343866581008,0.10819075722247362,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,modern_transfer,screenshot_chain,mid,100,0.83,0.12305418975651264,0.84,0.12402384452521802,0.010000000000000009,0.0009696547687053775,17,0.12611662865762252,0.10810228218050565,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,modern_transfer,video_call_frame,high,100,0.89,0.11950416930019855,0.84,0.12402384452521802,-0.050000000000000044,0.004519675225019462,11,0.12057919549138359,0.11080623011697423,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,modern_transfer,video_call_frame,low,100,0.85,0.12335175946354866,0.84,0.12402384452521802,-0.010000000000000009,0.000672085061669353,15,0.1260083002202651,0.10829802850882213,0.0
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,modern_transfer,video_call_frame,mid,100,0.81,0.12207278713583947,0.84,0.12402384452521802,0.029999999999999916,0.0019510573893785493,19,0.12520401943245052,0.10872384945028707,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,classic,blur_classic,high,100,0.47,0.11499801248311997,0.56,0.11554641984403133,0.09000000000000008,0.0005484073609113571,53,0.1174435352391385,0.11282934135985824,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,classic,blur_classic,low,100,0.57,0.11560699306428432,0.56,0.11554641984403133,-0.009999999999999898,-6.057322025299072e-05,43,0.11783509923700701,0.11265345697486123,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,classic,blur_classic,mid,100,0.57,0.11559670761227608,0.56,0.11554641984403133,-0.009999999999999898,-5.028776824475556e-05,43,0.11742982451330151,0.11316676195277724,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,classic,jpeg_classic,high,100,0.49,0.1155688513815403,0.56,0.11554641984403133,0.07000000000000006,-2.24315375089712e-05,51,0.11875107048117385,0.11251142518777474,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,classic,jpeg_classic,low,100,0.56,0.11554057307541371,0.56,0.11554641984403133,0.0,5.8467686176177924e-06,44,0.11784220566706997,0.1126112225042148,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,classic,jpeg_classic,mid,100,0.54,0.11562344960868359,0.56,0.11554641984403133,0.020000000000000018,-7.702976465226441e-05,46,0.11795909150883004,0.11288160911720732,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,classic,resize_roundtrip,high,100,0.55,0.11565308824181557,0.56,0.11554641984403133,0.010000000000000009,-0.00010666839778424031,45,0.11758057461543517,0.11329727156294717,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,classic,resize_roundtrip,low,100,0.56,0.11560881927609444,0.56,0.11554641984403133,0.0,-6.239943206311216e-05,44,0.1180203091353178,0.1125396503643556,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,classic,resize_roundtrip,mid,100,0.57,0.11576637730002404,0.56,0.11554641984403133,-0.009999999999999898,-0.00021995745599270866,43,0.11785984091591417,0.11299132087896037,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,clean,clean,clean,100,0.56,0.11554641984403133,0.56,0.11554641984403133,0.0,0.0,44,0.11795050052127667,0.11248668080026453,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,modern_transfer,dirty_lens_recompress,high,100,0.5,0.11515393301844597,0.56,0.11554641984403133,0.06000000000000005,0.0003924868255853614,50,0.11793114319443702,0.11237672284245491,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,modern_transfer,dirty_lens_recompress,low,100,0.56,0.11547130100429058,0.56,0.11554641984403133,0.0,7.511883974074818e-05,44,0.11771114476557289,0.11262059076265855,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,modern_transfer,dirty_lens_recompress,mid,100,0.56,0.11542676828801632,0.56,0.11554641984403133,0.0,0.00011965155601501021,44,0.11756324129445213,0.11270762082527984,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,modern_transfer,low_light_upload,high,100,0.56,0.11185363627970218,0.56,0.11554641984403133,0.0,0.003692783564329144,44,0.11410217506012746,0.10899185965007002,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,modern_transfer,low_light_upload,low,100,0.54,0.11519199438393116,0.56,0.11554641984403133,0.020000000000000018,0.00035442546010017173,46,0.11807918534786613,0.11180268325235533,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,modern_transfer,low_light_upload,mid,100,0.53,0.11432866536080838,0.56,0.11554641984403133,0.030000000000000027,0.0012177544832229492,47,0.116973396320388,0.11134630917234624,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,modern_transfer,messenger_chain,high,100,0.49,0.1155362579971552,0.56,0.11554641984403133,0.07000000000000006,1.0161846876133307e-05,51,0.11855176182425751,0.11263900922209609,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,modern_transfer,messenger_chain,low,100,0.55,0.11551622398197652,0.56,0.11554641984403133,0.010000000000000009,3.0195862054813172e-05,45,0.11800659055059606,0.11247244262033039,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,modern_transfer,messenger_chain,mid,100,0.54,0.11561211064457894,0.56,0.11554641984403133,0.020000000000000018,-6.569080054760756e-05,46,0.11793990888529354,0.11287947792721831,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,modern_transfer,restoration_artifact,high,100,0.53,0.11523171283304691,0.56,0.11554641984403133,0.030000000000000027,0.0003147070109844191,47,0.11757292134581872,0.1125916266377936,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,modern_transfer,restoration_artifact,low,100,0.55,0.11546021811664105,0.56,0.11554641984403133,0.010000000000000009,8.620172739028098e-05,45,0.11784968999299136,0.11253975248999065,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,modern_transfer,restoration_artifact,mid,100,0.55,0.11545056857168674,0.56,0.11554641984403133,0.010000000000000009,9.585127234458535e-05,45,0.11768680716102774,0.1127173880736033,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,modern_transfer,screenshot_chain,high,100,0.5,0.1154459159821272,0.56,0.11554641984403133,0.06000000000000005,0.00010050386190413318,50,0.11830979257822037,0.112582039386034,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,modern_transfer,screenshot_chain,low,100,0.56,0.11558282785117627,0.56,0.11554641984403133,0.0,-3.640800714493908e-05,44,0.1178871566163642,0.11265004578639161,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,modern_transfer,screenshot_chain,mid,100,0.56,0.1155268131941557,0.56,0.11554641984403133,0.0,1.9606649875630877e-05,44,0.11763112659433059,0.11284859613938765,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,modern_transfer,video_call_frame,high,100,0.46,0.11467532701790333,0.56,0.11554641984403133,0.10000000000000003,0.0008710928261280032,54,0.11769123845126318,0.11210621727837457,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,modern_transfer,video_call_frame,low,100,0.55,0.11554424658417702,0.56,0.11554641984403133,0.010000000000000009,2.1732598543128256e-06,45,0.11791476580229672,0.11264694531758626,0.0
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,modern_transfer,video_call_frame,mid,100,0.52,0.11514775976538658,0.56,0.11554641984403133,0.040000000000000036,0.0003986600786447525,48,0.11759968202274579,0.11249151065324743,0.0
