family,recipe,severity,n,accuracy,mean_confidence,relative_accuracy_drop
clean,clean,clean,500,0.35,0.4644233193844557,0.0
control_cure_or,grayscale_no_challenge,control,499,0.22444889779559118,0.37728714457673873,0.1255511022044088
