model_name,model_slug,severity,base_type,base_name,base_display_name,color_accuracy,grayscale_accuracy,grayscale_minus_color_accuracy,color_mean_confidence,grayscale_mean_confidence,grayscale_minus_color_confidence
DINOv2 ViT-S/14 Prototype,dinov2_vit_small_patch14_prototype,level_4,02,resize,Resize,0.714,0.688,-0.026000000000000023,0.015522619131952525,0.015184742765501141,-0.00033787636645138397
DINOv2 ViT-S/14 Prototype,dinov2_vit_small_patch14_prototype,level_4,09,salt_pepper_noise,Salt & pepper noise,0.006,0.01,0.004,0.011105350062251091,0.010971644204109907,-0.00013370585814118444
DINOv2 ViT-S/14 Prototype,dinov2_vit_small_patch14_prototype,level_4,03,underexposure,Underexposure,0.722,0.69,-0.03200000000000003,0.01531031634658575,0.015007444024085999,-0.00030287232249975177
DINOv2 ViT-S/14 Prototype,dinov2_vit_small_patch14_prototype,level_5,06,contrast,Contrast,0.61,0.508,-0.10199999999999998,0.014388866322115064,0.013856250520795584,-0.0005326158013194797
DINOv2 ViT-S/14 Prototype,dinov2_vit_small_patch14_prototype,level_5,07,dirty_lens_1,Dirty lens 1,0.126,0.05,-0.076,0.011598734389990569,0.011294395316392184,-0.000304339073598385
DINOv2 ViT-S/14 Prototype,dinov2_vit_small_patch14_prototype,level_5,08,dirty_lens_2,Dirty lens 2,0.364,0.27,-0.09399999999999997,0.012532710418105126,0.01209163522347808,-0.0004410751946270462
DINOv2 ViT-S/14 Prototype,dinov2_vit_small_patch14_prototype,level_5,05,gaussian_blur,Gaussian blur,0.01,0.01,0.0,0.012021644692867994,0.01180378468707204,-0.00021786000579595427
DINOv2 ViT-S/14 Prototype,dinov2_vit_small_patch14_prototype,level_5,04,overexposure,Overexposure,0.354,0.24,-0.11399999999999999,0.012926912233233452,0.012437923537567258,-0.000488988695666194
DINOv2 ViT-S/14 Prototype,dinov2_vit_small_patch14_prototype,level_5,09,salt_pepper_noise,Salt & pepper noise,0.01,0.008,-0.002,0.011008213222026825,0.010951613282784819,-5.659993924200628e-05
DINOv2 ViT-S/14 Prototype,dinov2_vit_small_patch14_prototype,level_5,03,underexposure,Underexposure,0.676,0.636,-0.040000000000000036,0.014496878093108534,0.014267068246379494,-0.00022980984672904027
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_1,06,contrast,Contrast,0.542,0.386,-0.15600000000000003,0.013166961140930652,0.012764205187559129,-0.0004027559533715235
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_1,07,dirty_lens_1,Dirty lens 1,0.482,0.308,-0.174,0.012438648568466305,0.01223621348105371,-0.00020243508741259533
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_1,08,dirty_lens_2,Dirty lens 2,0.498,0.288,-0.21000000000000002,0.012536670926958322,0.012265070671215654,-0.0002716002557426687
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_1,05,gaussian_blur,Gaussian blur,0.128,0.06,-0.068,0.012474369008094073,0.012560457060113548,8.608805201947532e-05
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_1,04,overexposure,Overexposure,0.578,0.398,-0.17999999999999994,0.013299754390493036,0.012918721018359065,-0.0003810333721339706
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_1,02,resize,Resize,0.614,0.444,-0.16999999999999998,0.013387498496100306,0.012999210216104983,-0.0003882882799953226
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_1,09,salt_pepper_noise,Salt & pepper noise,0.274,0.136,-0.138,0.012558844612911343,0.012164354111999273,-0.0003944905009120696
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_1,03,underexposure,Underexposure,0.55,0.38276553106212424,-0.1672344689378758,0.013296923669055103,0.013005399957060336,-0.0002915237119947671
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_2,06,contrast,Contrast,0.472,0.328,-0.14399999999999996,0.013023759797215461,0.012689354721456766,-0.0003344050757586956
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_2,07,dirty_lens_1,Dirty lens 1,0.39,0.184,-0.20600000000000002,0.012002498358488083,0.011926600769162177,-7.58975893259059e-05
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_2,08,dirty_lens_2,Dirty lens 2,0.416,0.21,-0.206,0.012288518365472555,0.012087412444874645,-0.00020110592059791044
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_2,05,gaussian_blur,Gaussian blur,0.016,0.01,-0.006,0.013069149952381849,0.013361818592995406,0.0002926686406135564
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_2,04,overexposure,Overexposure,0.404,0.256,-0.14800000000000002,0.012820185504853726,0.0126902767829597,-0.00012990872189402695
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_2,02,resize,Resize,0.606,0.436,-0.16999999999999998,0.013387235965579749,0.01299446964636445,-0.0003927663192152993
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_2,09,salt_pepper_noise,Salt & pepper noise,0.156,0.048,-0.108,0.012457161145284772,0.012160237906500697,-0.00029692323878407513
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_2,03,underexposure,Underexposure,0.524,0.354,-0.17000000000000004,0.013249954473227262,0.013001469142735004,-0.00024848533049225824
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_3,06,contrast,Contrast,0.442,0.31,-0.132,0.012914654290303588,0.01260838702134788,-0.00030626726895570736
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_3,07,dirty_lens_1,Dirty lens 1,0.246,0.082,-0.16399999999999998,0.011685363229364157,0.01177450016885996,8.913693949580241e-05
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_3,08,dirty_lens_2,Dirty lens 2,0.374,0.19,-0.184,0.01213318801485002,0.012045401291921734,-8.77867229282861e-05
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_3,05,gaussian_blur,Gaussian blur,0.01,0.01,0.0,0.013354839313775301,0.013483474740758538,0.00012863542698323717
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_3,04,overexposure,Overexposure,0.292,0.184,-0.10799999999999998,0.012562071522697806,0.012557013085111975,-5.0584375858309105e-06
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_3,02,resize,Resize,0.594,0.424,-0.16999999999999998,0.013349383860826493,0.012978304728865624,-0.00037107913196086917
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_3,09,salt_pepper_noise,Salt & pepper noise,0.052,0.012,-0.039999999999999994,0.012552250016480684,0.012464411107823252,-8.783890865743209e-05
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_3,03,underexposure,Underexposure,0.466,0.32,-0.14600000000000002,0.01318949158117175,0.012999932846054435,-0.00018955873511731537
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_4,06,contrast,Contrast,0.414,0.286,-0.128,0.012821553859859705,0.012546757977455854,-0.00027479588240385093
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_4,07,dirty_lens_1,Dirty lens 1,0.126,0.03,-0.096,0.011537697000429035,0.01168014749698341,0.00014245049655437457
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_4,08,dirty_lens_2,Dirty lens 2,0.306,0.142,-0.164,0.011999050190672279,0.0120051393173635,6.089126691220803e-06
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_4,05,gaussian_blur,Gaussian blur,0.01,0.01,0.0,0.013434454005211592,0.013517483768984675,8.302976377308306e-05
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_4,04,overexposure,Overexposure,0.196,0.136,-0.06,0.012404788091778755,0.012535884857177734,0.00013109676539897926
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_4,02,resize,Resize,0.582,0.406,-0.17599999999999993,0.01327581712976098,0.012929800236597656,-0.0003460168931633239
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_4,09,salt_pepper_noise,Salt & pepper noise,0.01,0.01,0.0,0.013154917011037468,0.013013590754941106,-0.00014132625609636178
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_4,03,underexposure,Underexposure,0.354,0.254,-0.09999999999999998,0.013121135542169213,0.013013185562565923,-0.00010794997960329039
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_5,06,contrast,Contrast,0.394,0.264,-0.13,0.012753992334008217,0.012480624930933118,-0.0002733674030750994
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_5,07,dirty_lens_1,Dirty lens 1,0.054,0.012,-0.041999999999999996,0.011435845138505102,0.011770219197496773,0.00033437405899167105
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_5,08,dirty_lens_2,Dirty lens 2,0.248,0.12,-0.128,0.011837964531034232,0.011890240643173457,5.2276112139225395e-05
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_5,05,gaussian_blur,Gaussian blur,0.01,0.01,0.0,0.013485313763841987,0.013543634157627821,5.8320393785834396e-05
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_5,04,overexposure,Overexposure,0.152,0.092,-0.06,0.012360324082896114,0.012492598541080951,0.00013227445818483723
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_5,09,salt_pepper_noise,Salt & pepper noise,0.01,0.01,0.0,0.013421479808166624,0.013042702246457339,-0.00037877756170928527
HGNetV2-B0 Prototype,hgnetv2_b0_prototype,level_5,03,underexposure,Underexposure,0.186,0.144,-0.04200000000000001,0.013104728665202856,0.013076341273263096,-2.838739193975967e-05
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_1,06,contrast,Contrast,0.464,0.218,-0.24600000000000002,0.011911985460668802,0.01178228909149766,-0.0001296963691711419
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_1,07,dirty_lens_1,Dirty lens 1,0.372,0.156,-0.216,0.011601200656965375,0.011560759602114558,-4.044105485081703e-05
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_1,08,dirty_lens_2,Dirty lens 2,0.408,0.18,-0.22799999999999998,0.01165373569354415,0.011530890071764588,-0.00012284562177956176
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_1,05,gaussian_blur,Gaussian blur,0.104,0.074,-0.03,0.011810354413464666,0.011805325554683804,-5.028858780861331e-06
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_1,04,overexposure,Overexposure,0.488,0.238,-0.25,0.011887140421196818,0.011758852645754814,-0.0001282877754420035
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_1,02,resize,Resize,0.552,0.278,-0.274,0.011932515062391758,0.01176732698455453,-0.00016518807783722812
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_1,09,salt_pepper_noise,Salt & pepper noise,0.192,0.088,-0.10400000000000001,0.011814772019162773,0.011344115266576409,-0.0004706567525863646
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_1,03,underexposure,Underexposure,0.502,0.2545090180360721,-0.24749098196392788,0.011980162303894757,0.011835102348370041,-0.0001450599555247161
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_2,06,contrast,Contrast,0.368,0.184,-0.184,0.011937426526099443,0.011892835868522526,-4.459065757691713e-05
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_2,07,dirty_lens_1,Dirty lens 1,0.264,0.106,-0.15800000000000003,0.011473738668486475,0.011482747670263051,9.009001776576209e-06
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_2,08,dirty_lens_2,Dirty lens 2,0.338,0.144,-0.19400000000000003,0.011570208096876741,0.01149838425964117,-7.182383723557118e-05
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_2,05,gaussian_blur,Gaussian blur,0.028,0.016,-0.012,0.012383855493739247,0.012398230334743857,1.4374841004610728e-05
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_2,04,overexposure,Overexposure,0.312,0.132,-0.18,0.011734386561438442,0.0117636317294091,2.924516797065714e-05
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_2,02,resize,Resize,0.548,0.274,-0.274,0.011931301275268197,0.011770726339891553,-0.00016057493537664433
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_2,09,salt_pepper_noise,Salt & pepper noise,0.106,0.044,-0.062,0.011811250541359185,0.01124012546427548,-0.0005711250770837062
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_2,03,underexposure,Underexposure,0.474,0.244,-0.22999999999999998,0.011995658768340946,0.011864159660413862,-0.00013149910792708414
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_3,06,contrast,Contrast,0.332,0.168,-0.164,0.011935374226421118,0.011905572244897484,-2.9801981523634377e-05
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_3,07,dirty_lens_1,Dirty lens 1,0.182,0.05,-0.132,0.011392343120649457,0.011387074621394277,-5.268499255179845e-06
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_3,08,dirty_lens_2,Dirty lens 2,0.302,0.104,-0.198,0.0115530662573874,0.01150098050944507,-5.2085747942329924e-05
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_3,05,gaussian_blur,Gaussian blur,0.01,0.01,0.0,0.012864085340872407,0.012962018532678485,9.793319180607767e-05
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_3,04,overexposure,Overexposure,0.224,0.09,-0.134,0.011681185211986304,0.011846656739711761,0.00016547152772545745
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_3,02,resize,Resize,0.546,0.268,-0.278,0.011931751359254122,0.011773799074813724,-0.00015795228444039772
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_3,09,salt_pepper_noise,Salt & pepper noise,0.028,0.022,-0.006000000000000002,0.011998502846807242,0.011346690092235804,-0.0006518127545714382
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_3,03,underexposure,Underexposure,0.428,0.232,-0.19599999999999998,0.012020373741164804,0.01191120126284659,-0.00010917247831821429
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_4,06,contrast,Contrast,0.31,0.174,-0.136,0.011907011697068811,0.01190532529167831,-1.6864053905014248e-06
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_4,07,dirty_lens_1,Dirty lens 1,0.134,0.026,-0.10800000000000001,0.011273885779082775,0.011340577952563763,6.66921734809884e-05
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_4,08,dirty_lens_2,Dirty lens 2,0.258,0.086,-0.17200000000000001,0.011521830847486854,0.011512962900102139,-8.867947384715025e-06
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_4,05,gaussian_blur,Gaussian blur,0.01,0.01,0.0,0.013175141111016274,0.013129675228148698,-4.546588286757566e-05
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_4,04,overexposure,Overexposure,0.158,0.076,-0.082,0.011645210461691022,0.011927608471363782,0.00028239800967276053
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_4,02,resize,Resize,0.542,0.25,-0.29200000000000004,0.011929981591179967,0.011784581936895848,-0.00014539965428411912
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_4,09,salt_pepper_noise,Salt & pepper noise,0.012,0.01,-0.002,0.012576256493106484,0.011912806071341037,-0.0006634504217654467
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_4,03,underexposure,Underexposure,0.352,0.202,-0.14999999999999997,0.012084459831938147,0.01201964775286615,-6.481207907199811e-05
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_5,06,contrast,Contrast,0.294,0.158,-0.13599999999999998,0.011889520762488247,0.011904936000704766,1.5415238216518953e-05
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_5,07,dirty_lens_1,Dirty lens 1,0.09,0.014,-0.076,0.011125154325738549,0.011498700883239508,0.00037354655750095923
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_5,08,dirty_lens_2,Dirty lens 2,0.19,0.066,-0.124,0.011432689167559146,0.011474596982821822,4.1907815262675827e-05
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_5,05,gaussian_blur,Gaussian blur,0.01,0.01,0.0,0.013240355281159282,0.013103917505592108,-0.0001364377755671744
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_5,04,overexposure,Overexposure,0.132,0.068,-0.064,0.011664067735895515,0.01191053607314825,0.00024646833725273584
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_5,09,salt_pepper_noise,Salt & pepper noise,0.01,0.01,0.0,0.01269876492023468,0.012127131516113877,-0.000571633404120803
MobileNetV3-Small Prototype,mobilenet_v3_small_prototype,level_5,03,underexposure,Underexposure,0.166,0.126,-0.04000000000000001,0.012225281186401845,0.012149545913562178,-7.573527283966618e-05
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_1,06,contrast,Contrast,0.508,0.36,-0.14800000000000002,0.6649542954415083,0.5906111844927072,-0.07434311094880108
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_1,07,dirty_lens_1,Dirty lens 1,0.44,0.252,-0.188,0.6104068872034549,0.5152722527831792,-0.0951346344202757
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_1,08,dirty_lens_2,Dirty lens 2,0.348,0.224,-0.12399999999999997,0.6000567926615477,0.5200784821808339,-0.0799783104807138
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_1,05,gaussian_blur,Gaussian blur,0.288,0.124,-0.16399999999999998,0.5331381084620953,0.43500833047926424,-0.09812977798283107
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_1,04,overexposure,Overexposure,0.538,0.382,-0.15600000000000003,0.6891254991292953,0.6239247931092977,-0.06520070601999761
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_1,02,resize,Resize,0.548,0.388,-0.16000000000000003,0.698967978656292,0.6314081665426493,-0.0675598121136427
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_1,09,salt_pepper_noise,Salt & pepper noise,0.324,0.164,-0.16,0.5298911244422198,0.42733078357577325,-0.1025603408664465
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_1,03,underexposure,Underexposure,0.528,0.37675350701402804,-0.15124649298597198,0.6791090834438801,0.6182317342123909,-0.06087734923148924
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_2,06,contrast,Contrast,0.49,0.304,-0.186,0.6366625735461712,0.5625752288252115,-0.07408734472095968
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_2,07,dirty_lens_1,Dirty lens 1,0.328,0.188,-0.14,0.5629422361254692,0.45548191213607786,-0.10746032398939137
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_2,08,dirty_lens_2,Dirty lens 2,0.318,0.174,-0.14400000000000002,0.5631994047909975,0.4914860589653254,-0.07171334582567213
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_2,05,gaussian_blur,Gaussian blur,0.14,0.032,-0.10800000000000001,0.42625533939898014,0.41559718146920205,-0.01065815792977809
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_2,04,overexposure,Overexposure,0.416,0.244,-0.172,0.6005910799205303,0.5643849254846572,-0.03620615443587305
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_2,02,resize,Resize,0.544,0.384,-0.16000000000000003,0.6943603493571281,0.6341576628834009,-0.060202686473727174
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_2,09,salt_pepper_noise,Salt & pepper noise,0.184,0.078,-0.106,0.4429081794321537,0.39782487881183626,-0.04508330062031746
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_2,03,underexposure,Underexposure,0.522,0.376,-0.14600000000000002,0.6760292550921441,0.6123950753509998,-0.06363417974114427
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_3,06,contrast,Contrast,0.426,0.276,-0.14999999999999997,0.608115764439106,0.5454035175293684,-0.06271224690973753
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_3,07,dirty_lens_1,Dirty lens 1,0.246,0.104,-0.14200000000000002,0.5188689737766982,0.4354228793978691,-0.08344609437882905
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_3,08,dirty_lens_2,Dirty lens 2,0.292,0.158,-0.13399999999999998,0.5732617412507534,0.5175983162224292,-0.05566342502832411
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_3,05,gaussian_blur,Gaussian blur,0.092,0.026,-0.066,0.30817260774970057,0.38476069788634776,0.07658809013664719
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_3,04,overexposure,Overexposure,0.278,0.178,-0.10000000000000003,0.5541345088481903,0.6046338998824358,0.0504993910342455
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_3,02,resize,Resize,0.544,0.382,-0.16200000000000003,0.6944518537521363,0.6301628792583942,-0.06428897449374205
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_3,09,salt_pepper_noise,Salt & pepper noise,0.086,0.022,-0.064,0.36362632976472375,0.39917354410886763,0.035547214344143874
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_3,03,underexposure,Underexposure,0.506,0.368,-0.138,0.6606785805672407,0.602418857499957,-0.058259723067283664
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_4,06,contrast,Contrast,0.394,0.254,-0.14,0.5913664419502019,0.5391418391317129,-0.05222460281848906
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_4,07,dirty_lens_1,Dirty lens 1,0.156,0.048,-0.108,0.4967363130897284,0.4177309085279703,-0.07900540456175809
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_4,08,dirty_lens_2,Dirty lens 2,0.25,0.136,-0.11399999999999999,0.5818683402836323,0.5187629271298647,-0.06310541315376761
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_4,05,gaussian_blur,Gaussian blur,0.074,0.018,-0.055999999999999994,0.24020203065127135,0.31718542326986787,0.07698339261859652
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_4,04,overexposure,Overexposure,0.232,0.134,-0.098,0.5106728147864342,0.6283161355555058,0.11764332076907158
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_4,02,resize,Resize,0.528,0.372,-0.15600000000000003,0.6878336199820042,0.6244974690675735,-0.06333615091443068
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_4,09,salt_pepper_noise,Salt & pepper noise,0.016,0.01,-0.006,0.38127678526937964,0.45223190957307813,0.07095512430369849
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_4,03,underexposure,Underexposure,0.474,0.348,-0.126,0.6320000936537981,0.5914842922240495,-0.04051580142974853
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_5,06,contrast,Contrast,0.362,0.234,-0.12799999999999997,0.5794003892540932,0.5359462122321129,-0.04345417702198029
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_5,07,dirty_lens_1,Dirty lens 1,0.07,0.02,-0.05,0.5259913793951273,0.4494712501168251,-0.0765201292783022
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_5,08,dirty_lens_2,Dirty lens 2,0.19,0.08,-0.11,0.5083575337976217,0.49697766710817814,-0.011379866689443574
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_5,05,gaussian_blur,Gaussian blur,0.028,0.016,-0.012,0.26545551262050865,0.29985691061615943,0.034401397995650784
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_5,04,overexposure,Overexposure,0.194,0.112,-0.082,0.48212280052900314,0.6163391537964344,0.1342163532674313
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_5,09,salt_pepper_noise,Salt & pepper noise,0.008,0.01,0.002,0.381703360080719,0.7392940828204155,0.35759072273969655
OpenCLIP ViT-B/16 DataComp XL,openclip_vit_b16_datacomp_xl,level_5,03,underexposure,Underexposure,0.402,0.306,-0.09600000000000003,0.5748489312231541,0.5396542078107596,-0.03519472341239449
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_1,06,contrast,Contrast,0.372,0.224,-0.148,0.6177948833107948,0.5546792310327292,-0.06311565227806559
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_1,07,dirty_lens_1,Dirty lens 1,0.326,0.17,-0.156,0.5909928081929684,0.5488609217405319,-0.042131886452436484
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_1,08,dirty_lens_2,Dirty lens 2,0.258,0.126,-0.132,0.6021144775152206,0.588874580770731,-0.013239896744489665
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_1,05,gaussian_blur,Gaussian blur,0.196,0.082,-0.114,0.5317016711831093,0.5522860420048237,0.02058437082171438
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_1,04,overexposure,Overexposure,0.39,0.232,-0.158,0.6531852921545506,0.604080421179533,-0.04910487097501759
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_1,02,resize,Resize,0.418,0.244,-0.174,0.6631016190946102,0.6253916252255439,-0.03770999386906626
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_1,09,salt_pepper_noise,Salt & pepper noise,0.242,0.098,-0.144,0.5350307662785053,0.5027183673381805,-0.03231239894032478
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_1,03,underexposure,Underexposure,0.348,0.23046092184368738,-0.11753907815631259,0.6196868961453438,0.5833374561073785,-0.03634944003796525
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_2,06,contrast,Contrast,0.342,0.188,-0.15400000000000003,0.5815410968959331,0.5529891673475504,-0.028551929548382704
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_2,07,dirty_lens_1,Dirty lens 1,0.26,0.1,-0.16,0.6027809959352016,0.533331678956747,-0.06944931697845458
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_2,08,dirty_lens_2,Dirty lens 2,0.256,0.112,-0.14400000000000002,0.5453082555532456,0.5433164118528366,-0.001991843700408946
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_2,05,gaussian_blur,Gaussian blur,0.076,0.02,-0.055999999999999994,0.4352292226701975,0.507532521545887,0.07230329887568954
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_2,04,overexposure,Overexposure,0.28,0.17,-0.11000000000000001,0.5703093878179789,0.6028828734233975,0.03257348560541862
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_2,02,resize,Resize,0.406,0.236,-0.17000000000000004,0.6631956787407398,0.6183996573388576,-0.04479602140188221
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_2,09,salt_pepper_noise,Salt & pepper noise,0.16,0.034,-0.126,0.4603243858218193,0.45326070922613143,-0.007063676595687851
