family,recipe,severity,n,accuracy,mean_confidence,relative_accuracy_drop
clean,clean,clean,500,0.35,0.4644233193844557,0.0
native_cure_or,native_challenge_type_02,level_1,500,0.346,0.46234070850908754,0.0040000000000000036
native_cure_or,native_challenge_type_02,level_2,500,0.344,0.45912434861063955,0.006000000000000005
native_cure_or,native_challenge_type_02,level_3,500,0.34,0.46468965864181516,0.009999999999999953
native_cure_or,native_challenge_type_02,level_4,500,0.334,0.4711236474663019,0.01599999999999996
native_cure_or,native_challenge_type_03,level_1,500,0.352,0.41813403594493864,-0.0020000000000000018
native_cure_or,native_challenge_type_03,level_2,500,0.364,0.39844222320616246,-0.014000000000000012
native_cure_or,native_challenge_type_03,level_3,500,0.344,0.3738822904899716,0.006000000000000005
native_cure_or,native_challenge_type_03,level_4,500,0.284,0.34295693451911213,0.066
native_cure_or,native_challenge_type_03,level_5,500,0.174,0.2620486635565758,0.176
native_cure_or,native_challenge_type_04,level_1,500,0.326,0.46133755715191366,0.023999999999999966
native_cure_or,native_challenge_type_04,level_2,500,0.204,0.3889308162778616,0.146
native_cure_or,native_challenge_type_04,level_3,500,0.168,0.38002441567182543,0.18199999999999997
native_cure_or,native_challenge_type_04,level_4,500,0.144,0.3337931908667088,0.206
native_cure_or,native_challenge_type_04,level_5,500,0.114,0.3103926691263914,0.236
native_cure_or,native_challenge_type_05,level_1,500,0.186,0.2638576023578644,0.16399999999999998
native_cure_or,native_challenge_type_05,level_2,500,0.076,0.16191525059193373,0.27399999999999997
native_cure_or,native_challenge_type_05,level_3,500,0.048,0.1708751822039485,0.302
native_cure_or,native_challenge_type_05,level_4,500,0.026,0.20554242308437826,0.32399999999999995
native_cure_or,native_challenge_type_05,level_5,500,0.014,0.2052462061420083,0.33599999999999997
native_cure_or,native_challenge_type_06,level_1,500,0.292,0.4232829729020596,0.057999999999999996
native_cure_or,native_challenge_type_06,level_2,500,0.25,0.38714415596425533,0.09999999999999998
native_cure_or,native_challenge_type_06,level_3,500,0.232,0.36713916912674904,0.11799999999999997
native_cure_or,native_challenge_type_06,level_4,500,0.206,0.3584571428745985,0.144
native_cure_or,native_challenge_type_06,level_5,500,0.19,0.3467228182256222,0.15999999999999998
native_cure_or,native_challenge_type_07,level_1,500,0.294,0.4282282344251871,0.055999999999999994
native_cure_or,native_challenge_type_07,level_2,500,0.24,0.3842899671047926,0.10999999999999999
native_cure_or,native_challenge_type_07,level_3,500,0.172,0.34763756915926936,0.178
native_cure_or,native_challenge_type_07,level_4,500,0.1,0.33929038286209107,0.24999999999999997
native_cure_or,native_challenge_type_07,level_5,500,0.05,0.29243626157939434,0.3
native_cure_or,native_challenge_type_08,level_1,500,0.264,0.4288836687207222,0.08599999999999997
native_cure_or,native_challenge_type_08,level_2,500,0.252,0.37224543388187886,0.09799999999999998
native_cure_or,native_challenge_type_08,level_3,500,0.232,0.3120614737793803,0.11799999999999997
native_cure_or,native_challenge_type_08,level_4,500,0.21,0.2733653256893158,0.13999999999999999
native_cure_or,native_challenge_type_08,level_5,500,0.126,0.2321600257754326,0.22399999999999998
native_cure_or,native_challenge_type_09,level_1,500,0.262,0.40873010782897473,0.08799999999999997
native_cure_or,native_challenge_type_09,level_2,500,0.184,0.33755473589152096,0.16599999999999998
native_cure_or,native_challenge_type_09,level_3,500,0.094,0.24311857441067697,0.256
native_cure_or,native_challenge_type_09,level_4,500,0.024,0.1720137958675623,0.32599999999999996
native_cure_or,native_challenge_type_09,level_5,500,0.006,0.1266228765398264,0.344
native_cure_or,native_challenge_type_11,level_1,500,0.226,0.37479156218469145,0.12399999999999997
native_cure_or,native_challenge_type_11,level_2,500,0.222,0.3730537034869194,0.12799999999999997
