model_id,provider,model_version,recipe,n,accuracy,accuracy_ci_low,accuracy_ci_high,unparseable_rate,abstention_rate,accuracy_drop_vs_clean,accuracy_drop_ci_low,accuracy_drop_ci_high
HuggingFaceTB/SmolVLM2-2.2B-Instruct,huggingface,,messenger_upload_download,200,0.960000,0.920000,0.990000,0.000000,0.000000,0.000000,0.000000,0.000000
HuggingFaceTB/SmolVLM2-2.2B-Instruct,huggingface,,phone_screenshot_resave,200,0.965000,0.925000,0.995000,0.000000,0.000000,-0.005000,-0.035000,0.025000
HuggingFaceTB/SmolVLM2-2.2B-Instruct,huggingface,,social_app_resave,200,0.950000,0.900000,0.990000,0.000000,0.000000,0.010000,0.000000,0.030000
HuggingFaceTB/SmolVLM2-2.2B-Instruct,huggingface,,video_call_frame_capture,200,0.955000,0.915000,0.985000,0.000000,0.000000,0.005000,-0.020000,0.035000
