slug,model_id,provider,model_version,recipe,n,accuracy,accuracy_ci_low,accuracy_ci_high,unparseable_rate,abstention_rate,accuracy_drop_vs_clean,accuracy_drop_ci_low,accuracy_drop_ci_high
smolvlm2_2b,HuggingFaceTB/SmolVLM2-2.2B-Instruct,huggingface,,messenger_upload_download,200,0.96,0.92,0.99,0.0,0.0,0.0,0.0,0.0
smolvlm2_2b,HuggingFaceTB/SmolVLM2-2.2B-Instruct,huggingface,,phone_screenshot_resave,200,0.965,0.925,0.995,0.0,0.0,-0.005,-0.035,0.025
smolvlm2_2b,HuggingFaceTB/SmolVLM2-2.2B-Instruct,huggingface,,social_app_resave,200,0.95,0.9,0.99,0.0,0.0,0.01,0.0,0.03
smolvlm2_2b,HuggingFaceTB/SmolVLM2-2.2B-Instruct,huggingface,,video_call_frame_capture,200,0.955,0.915,0.985,0.0,0.0,0.005,-0.02,0.035
