slug,model_id,provider,model_version,clean_n,clean_accuracy,clean_unparseable_rate,clean_abstention_rate,real_n,real_accuracy,real_unparseable_rate,real_abstention_rate,accuracy_drop_vs_clean
internvl3_2b,OpenGVLab/InternVL3-2B-hf,huggingface,,100,0.97,0.0,0.0,800,0.96,0.0,0.0,0.01
